docno	tokens
FT943-13319	ft 20 jul 94 leading article mr blair new party barring accidents mr tony blair become leader labour party tomorrow event refresh britain tired politics mr blair election could mark ascendancy new generation modernisers whose leader waiting afraid proclaim values dynamics free market old labour party dominated trade unions representative producer interests steeped socialist history subsumed might called new democrats united states britain new left thus revitalised labour might yet present voters acceptable alternative party balance forces old new evident voting patterns leadership contest size modernisers victory important mr blair attracted promises 60 per cent labour members westminster european parliaments remainder support either mr john prescott mrs margaret beckett electoral college however divided three parts mps constitute one clear whether new leader win overall majorities sections reserved rank file party members trade unionists fails may seen depended second preferences opting least popular candidate may matter party choice deputy leader whether mrs beckett roots old left mr prescott personify renewal significance borrow advice given lyndon johnson became vice president us deputy leadership british labour party worth pitcher warm spit political strategist mr blair learned us like president clinton echoes whose primary campaign found new labour hopeful aims reposition party centre campaign revealed careful self disciplined political strategist telegenic accident works use language designed win wide popular support grasped ordinary voters whether working middle class apprehensive rising crime reluctant pay taxes doubtful wisdom maintaining increasing numbers people welfare rolls series stump speeches intimated much particularly forthright labour politician welfare dependency great deal said notably economy moderniser restatement existing labour themes early example scratched renationalisation water party manifesto detailed proposed bill incorporate european convention human rights british law promise disbar hereditary peers house lords marker careful redefinition labour approach european union cautious rephrasing party policy education questions remain short campaign changed mood left obvious questions unanswered music rephrased lyrics remain unwritten labour party faces blank page weakness strength mr john smith mr neil kinnock mr blair immediate predecessors modernisers never quite free old labour thinking tomorrow man carry intellectual baggage party past campaign bolder radical could used commit whole party creative direction task remains urged outline specific policies much detail death political campaign voters absorb rival parties build counter attacks upon little could result election government credible programme mr blair solution series flagship proposals would serve examples buttress theme renewal every part british polity electoral process testing obliged turn flotilla flagships polling day comes
FT943-13320	ft 20 jul 94 observer see way week beat wife award goes none james woolsey director us central intelligence agency yesterday denied cia conducts industrial espionage outside us course never million years way
FT943-13321	ft 20 jul 94 observer snide fax didier pineau valencienne embattled head french schneider group suffer indignity spending 11 days brussels jail placed formal investigation belgian judge charges relating belgian subsidiaries french engineering group asked cough less ffr2m discover put slammer first place sum requested fax mysterious van krunkelsven providing copies 2 400 page dossier allegedly compiled pineau valencienne schneider belgian judge supervising case schneider idea van krunkelsven neither responded paid instead yesterday asked french prosecutors open investigation attempted extortion person persons unknown fax warning company pineau valencienne pay would suffer consequences apparently derived fax hire shop brussels
FT943-13322	ft 20 jul 94 observer three speech john prescott refuses turn toes front tony blair bandwagon voting leadership uk labour party formally ended cheery prescott told observer armed three speeches thursday election announcement one pontificate election labour leader another achieving deputy post third oh thatll cover eventuality wins
FT943-13323	ft 20 jul 94 observer name calling hi tec sports leisure wear company 54 per cent owned founder frank van wenzel selling 60 per cent subsidiary cofex dutch company vile holdings clever nominal synergy work cofex sells sports leisurewear brand name bad boys
FT943-13324	ft 20 jul 94 observer cracked record opera loving sir desmond pitcher excused mixed feelings three tenors concert los angeles last saturday similar performance 1990 world cup final rome gave idea opera concert liverpool two years ago want something like three tenors brendan carroll local pr consultant claims sir desmond told discussed maximising impact finish grand regatta columbus tall ships race liverpool sir desmond chairman merseyside development corporation government agency regenerating liverpool birkenhead waterfronts responsible tall ships though inexperienced carroll ended running concert unfortunately pounds 2 company carroll set legally distance concert mdc went bust network tv coverage failed materialise leaving mdc creditors nearly pounds 700 000 losses report affair commons public accounts committee awaited sir desmond got retaliation first yesterday corporation annual report parliament suggesting mdc marvellously leadership enough save part time job corporation care quite nicely pounds 338 000 year chairmanship north west water plus non executive directorial commitments everton natwest bank
FT943-13325	ft 20 jul 94 observer struck ha hoist petards statisticians analysts labour statistics users group due meet trades union congress hq london today one item agenda discussion department employment records strikes sadly thanks latest 24 hour national rail strike signallers speaking government department transport urging motorists share cars way beating strikes department staff enthusiastic idea notice entrance hall department london office inviting would sharers sign single signature clocking time yesterday driving surely
FT943-13326	ft 20 jul 94 observer ministering nation prime minister john major passion furthering public sector cost controls well far prepared go senior whitehall mandarin worked minister costs uk taxpayer basic pounds 250 000 year includes salary office transport costs add team civil service high flyers demanded even junior ministers bill quickly rises pounds 500 000 advice major like predecessor prefers increasing cutting ministerial payroll thrift like charity begin home perhaps put mouth money week reshuffling 100 plus cabinet non cabinet junior ministerial ranks trimming ranks trifle
FT943-13327	ft 20 jul 94 late kiss better major squandered government credit europe ian davidson brussels week british government launched new kiss make campaign mr douglas hurd foreign secretary told european ministers britain pledged stronger support european union notably field foreign policy officials gave words strong interpretive shove one may hesitate take story seriously government twice year clashed european partners majority voting next president european commission crusades obviously craven submission euro sceptics right wing government claimed matters highest political principle mr hurd peace overture may mean anything much even reflect personal luke warm pro european proclivity yet government rational would see least two overriding reasons realpolitik fundamental examination attitude call strategy ill tempered obstructionism europe first logic new phase building larger integrated europe gathering momentum continent irresistibly led germany second almost important week election tony blair first time give british labour party leader openly well genuinely pro european separately factors threatening government chosen posture europe combination must lethal britain able prevent negotiation maastricht treaty able block continental coalition building next phase construction europe maastricht government could fall back atavistic rhetoric xenophobic nationalism home labour party almost divided europe conservatives late john smith may genuine pro european prepared take euro sceptics maastricht table side stepped central issues principle succumbed cheap pretext sulking treaty contain social chapter words conservatives taken opt social chapter labour party took general opt straight forward european policy made life difficult prime minister delightfully easy anti europeans sides house commons mr blair campaign speeches suggest take much bolder pro european line mr smith avoided getting trapped dogmatic one word commitments specific issues monetary union social chapter majority voting strikes new note rational pro european serenity free defensive hang ups predecessors assumes integration europe general britain interests continue naturally raise difficult issues difficult everybody britain since integration co operative adversarial process must talk labour party follows line pose serious threat government unless john major manoeuvre away rhetoric nationalism could find imprisoned pro european labour party opposite euro sceptic faction behind mr blair said british national politics inconceivable europe become one powerful political questions time means course dialectic pro europeans nationalists replacing left right divide one main fault lines politics future nationalist option therefore labour party must avoid danger facing conservatives irreparably split issue serious danger depend scale agenda 1996 inter governmental conference originally scheduled modest revision maastricht treaty may turn much bigger affair extending perhaps redesign substantially expanded union including eastern europe mr blair one expects 1996 lead negotiation new treaty mainly depend germans lead question eastern enlargement currently hold eu presidency critical moment 1996 agenda starting hammered yet clear whether germans going press maximalist agenda right away far reaching reinforcement institutions eu whether downplay big difficult constitutional issues general election october even wait french presidential election next spring one way another seems inevitable force far reaching integrationist agenda table 1996 probability incomprehensible british government squandered little credit europe single handedly precipitating gratuitous futile crisis appointment next president european commission mr major noticed next phase europe decided commission member states mainly german government
FT943-13328	ft 20 jul 94 letters editor falsely perceived feeling looking better ms sylvia hoenig sir three cheers michael prowse vegetarians inherit earth july 11 vegetarians non smokers non drinkers face flak decide come probably falsely perceived wanting occupy high moral ground scapegoats people would like cut cut ian lamont letter july 13 firmly puts bracket invoking hitler patronising petty scarcely amusing estimated 10 per cent uk population vegetarian see little sign hair shirts even sandals beards among non smoker promised car 21st birthday non drinker dislike taste 47 longer mind teased vegetarian six years self preservation extra meals required children became ethical vegetarians never felt looked better also increasingly difficult irresponsible ignore medical ethical environmental factors others manage sylvia hoenig oberehnheimer str 15 76829 landau germany
FT943-13329	ft 20 jul 94 bretton woods 50 years modern tasks money men approval imf world bank trigger private investment kenneth clarke ten days ago naples summit group seven industrial nations called review key international institutions served world past 50 years 50 good age take stock world economy world financial system changed beyond recognition period continue evolve staggering rate last years seen sea change world political environment need make sure institutions well adapted future needs fifty years ago week conference bretton woods gave birth international monetary fund world bank came end difficult today conceive world conditioned visions john maynard keynes harry white colleagues met bretton woods world still war month day landings memories collapse world trade breakdown international monetary order war still fresh background conference aimed ensure economic beggar neighbourism 1930s provided backdrop rise fascism onset war europe would rear ugly head required creation free open stable world trading financial system following years institutions respond many changes including breakdown bretton woods exchange rate system today bretton woods institutions face new challenges great 50 years ago consequences end communism massive growth integration world capital markets recognition economic success depends combination market oriented structural macro economic policies cutting across traditional division labour fund bank post cold war world clearly still need world bank imf lending difficult periods adjustment countries macro economic policies stabilised micro economic distortions removed continuing role lending poorest countries concessional terms bretton woods institutions provide proportion countries capital needs lending multilateral institutions accounted less 20 per cent total net capital flows developing countries 1993 cases signal provided lending important lending imf seal approval often provides trigger private long term investment indeed many developing countries including poorest need continuing assistance concessional terms world bank international development association reduction bank lending developing countries year welcome sign success attracting private capital inflows private sector engine growth new phase global economic development private sector developing countries accounts increasing share overseas borrowing growing 13 per cent five years ago around 40 per cent today division labour fund bank efficiency governance institutions also rightly come continuing scrutiny believe fund broadly continue focus macro economy bank structural change need recognise clear inter connection two functions essential fund bank co operate closely well regional development banks oecd un agencies bilateral donors provide clear coherent economic advice support members institutions face special challenges helping meet needs poorest countries poorest groups within countries world bank main objective poverty reduction sustainable development fund also helped countries policy advice offering lending concessional terms fund must retain enhance pre eminent role providing frank advice economies members become important international economic financial system becomes integrated fund role encouraging international discussion economic financial issues convergence low stable inflation see real prospect present circumstances moving system managed exchange rates administered fund general challenges fund bank face approach next century also four specific suggestions first fund give priority removing remaining impediments free international movement capital convertible currencies trading purposes encouraged growth trade bringing great benefit world economy free flow investment brings similar benefits fund working worldwide abolition exchange controls capital flows second world bank group continuing improve support institution building social investment developing countries also increase emphasis promoting private sector development change supported report paul volcker bretton woods commission requires help countries create conditions attract private capital home overseas also requires increasing volume quality capital flowing private sectors developing countries international finance corporation world bank group channel investing private sector key expanding role play third evidence suggests many countries around world including former communist countries transition temporary financing needs greater met fund current rules access resources believe countries making strong efforts reform granted increased access imf resources fourth believe fund possibly bank well explore ways produce increase resources available concessional basis poorest indebted countries helping bring former communist countries global economy fitting end first 50 years endeavour bretton woods institutions fifty years ago immediate need reconstruct economies devastated war priority help reconstruction economies europe asia elsewhere devastated years communist ideology challenge particular example institutions general mandate continuing task help promote sound economic financial governance member countries create conditions harmonious economic financial relationships members fortunate institutions risen task last 50 years task challenge even important economies finances member countries become closely inter connected single world system author uk chancellor exchequer previous articles series appeared june 21 28 july 8 15
FT943-13330	ft 20 jul 94 letters editor misleading view tax effects mr douglas mcwilliams sir quarrel howard davies helpful summary economic situation personal view july 19 though may touch sanguine investment prospects tide inward investment ebbed construction activity major projects like channel tunnel docklands slowed next round equivalent projects yet still drawing board assertion personal tax increases little effect far misleading argument seems economy growing taxes risen ergo tax increases little impact suspect former tutor logic would reminded right way measure whether tax increases effect compare happening might happened tax increases constructing counter factual hypothesis course complicated average rate real gross domestic product growth second calendar years previous uk recoveries 1954 1960 1964 1968 1973 1977 1983 4 8 per cent growth usually picks considerable momentum stage cycle treasury forecast 1994 2 3 4 per cent half normal cyclical growth comparable year recent history growth low 1977 another year taxes raised occasion part international monetary fund package weakness demand year owes certain amount state property market also influenced tax rises moreover howard davies points tax rises yet bite fully suggestion taxes raised without harming economy seductive believe high government spending allowed pass unchallenged prefer rely checking facts rather wishful thinking facts show tax cuts 1988 much bigger effect expected introduction poll tax 1990 associated sudden drop consumers spending started recession tax increases year associated much slower growth usual stage cycle future chancellor ignores evidence considering whether cut raise taxes peril douglas mcwilliams chief executive centre economics business research 18 kent terrace london nw1 4rp
FT943-13331	ft 20 jul 94 letters editor advertising monopolies probe farce mr roger fernley sir first reaction news department trade industry referred bid oferrall london transport advertising monopolies mergers commission laugh mmc probe advertising bid july 15 second cry company british transport advertising interested player disposal london regional transport advertising arm episode inconsistencies contradictions descended whitehall farce doors opportunity swinging open shut couple characters caught trousers outset lrt advisers kpmg corporate finance made clear bta want sale london transport advertising delayed referral mmc bta sought guidance office fair trading told bid successful would referred withdrew understand mills allen went process also withdrew given oferrall bid referred mmc frankly amazed lrt advisers find exact position insisted bidders help avoid something gone badly wrong lrt advisers office fair trading appeared want dodge referral pre condition sale incompetence inconsistency explain failure achieve potential bidders including bta acted propriety throughout disadvantaged perhaps ominously lrt government never know sale might raised bidders invited stand aside roger fernley managing director british transport advertising 77 newman street london w1a 1dx
FT943-13332	ft 20 jul 94 letters editor pensions burden big salary rises mr alan smallbone sir report utility bosses better youre private july 16 makes little mention disquieting effects directors sudden huge pay rises impact final salary pensions taking account probable expense indexing surviving spouse benefits simple rule thumb assumed true capital cost pension 10 times final pay chairman salary pounds 60 000 four years ago pounds 240 000 contingent burden fund rocketed pounds 600 000 staggering pounds 2 4m dwarfing stock option windfalls individual contributions say 5 per cent annual pay go far towards balance cost must found shareholders massive extent taxpayers general via funds exemptions later age pay rises granted greater larger amount greater proportion pension cost must paid people many belong employer scheme never benefit enormous subsidies public accountability inequitable redistribution schemes encourage scarcely exists sudden extra earmarkings funds pay late awarded windfalls small extent offset taking sharp axe middle management maths final schemes turned early leavers ten years short normal retiring age paid less pounds 25 000 85 per cent taxpayers never earn get poor pensions costs likely sustainable wholly fruits contributions alan smallbone 30 temple fortune lane london nw11
FT943-13333	ft 20 jul 94 arts figurative aberration turner prize nominees include rarity antony thorncroft time year nick serota director tate gallery must assume weary tight lipped smile defend four artists short listed turner prize uncomprehending hostility massed ranks philistines media art lovers year noticeable aberration among artists line prize sponsored channel 4 announced november 22 figurative artist peter doig doig 34 might live next door gas works london art lyrical nostalgic often consisting large landscapes canada spent childhood blend photographic precision almost whistlerish abstraction doig first painter working style would popularly accepted art nominated turner since 1989 installationist richard long prize paula rego lucian freud insultingly commended three artists match people concept turner contender antony gormley 44 sculptor whose work focuses human body mainly takes moulds body strengthens fibre glass covers beaten lead iron best known field work consisting 40 000 small clay figures upward staring eyes modern version buried chinese warriors four versions field tate hopes show one exhibition work four artists november video artist photographer willie doherty iranian born sculptor installation artist shirazeh houshiary complete list derry based doherty 34 best known bleak empty urban landscape photographs home city good one dead one consists two video tapes adjacent screens showing build assassination points view victim murderer contributed greatly nomination houshiary 39 takes oriental sufic attitude recent work returning abstraction islamic art geometry underpins 1993 exhibition camden arts centre produced cubes made precious metals grid like structures inside houshiary cube manifests material world inward activity disclose timeless present centre inside realise world would nothing without essential centre true language turner prize winner gormley must start favourite pounds 20 000 prize
FT943-13334	ft 20 jul 94 arts eerie coolness hot group karen fricker city provides clearer example us theatre microcosm chicago commercial theatre dominates several large houses pull biggest audiences touring productions top broadway musicals city leading resident theatre goodman relatively financially secure establishment comes price theatre forced weigh artistic choices tastes subscribers fending accusations critics rest theatre community pandering mainstream end spectrum chicago network tiny storefront theatres remains vital despite odds us city chicago place group college graduates dollars script go real problems lie middle ground new theatre group achieves success expansion nearly impossible mid sized spaces around costs involved mounting larger productions often untenable meanwhile first wave chicago medium sized theatre groups remains northlight body politic organic theatre companies mid life crisis low cash searching renewed artistic inspiration steppenwolf theatre company whose raw hyper naturalistic acting style crop rising young stars placed forefront american theatre 1970s 1980s exception rule nowadays steppenwolf doggedly maintains actor run status even dons trappings establishment company built new main stage theatre 1991 added studio space year regularly sends productions new york london though varied success us premiere production jim cartwright rise fall little voice lasted week broadway spring recent production libra many ways vintage steppenwolf adaptation prose work stage popular local genre made famous steppenwolf adaptation grapes wrath also adapted directed company best known member john malkovich heat steppenwolf productions company initial fame striking libra based delillo fictionalised account life lee harvey oswald eerie coolness novel play attempt dispassionate account event inflamed world malkovich production keeps audience much arm length eventually feel unnecessary like novel malkovich libra weaves together real fictional events create portrait bright disaffected young man becomes patsy group ex fbi cia agents looking avenge bay pigs fiasco actors exception alexis arquette plays oswald take multiple roles malkovich techno laden collage like production similar look form work avant garde wooster group play opens cast sits behind long desk interrogating oswald stands upstage action continues throughout production interspersed scenes oswald life played barest suggestion props costumes sets photographs captions identifying characters events flashed screen behind actors bank television screens sometimes descends flies play kennedy era footage production seems designed keep audience edge midst naturalistic scene characters pick microphones deliver dialogue audience talk show host style actors play roles pure schtick rick snyder twitchy jack ruby pure believability ingeborga dapkunaite moving lovely marina oswald laurie metcalf turns set chomping steppenwolf star turn two roles lee stifling mother marguerite david ferrie bizarre small time crook oswald closest contact plotters arquette oswald remains eerily distant action never clear actor character disengaged success delillo novel lies ability emulate oswald twisted mind life disjointed narrative still creating sense tension dramatic build malkovich libra lacks similar cumulative weight beginning ending points seem random excerpted longer piece however daringly staged impressively acted libra retains feeling intelligent misguided experiment
FT943-13335	ft 20 jul 94 arts today television christopher dunkley promised details secret 50 years old countryfile organisation training bro british resistence organisation described highly trained heavily armed underground home guard apparently recruited farmers gamekeepers fishermen organised cells six eight idea would use underground bunkers stocked food weapons bases harry invader 7 30 bbc1 oddly parallel story told restless conscience concerned resistence nazis inside germany nominated oscar two hour documentary concerned individual acts heroism rather underground organisation 10 55 c4 frontline looks death wpc yvonne fletcher killed st james square centre london 10 years ago shot came libyan people bureau 9 00 c4 final bbc design awards 100 000 members public may voted screened bbc2 9 50
FT943-13336	ft 20 jul 94 arts humidity brings epidemic irritants television christopher dunkley heat perhaps humidity whatever reason numerous recent programmes seemed abnormally irritating really one found attempt recapture charm three tenors concert mannered naff merely dodgers stadium lacked magic caracalla ruins calculated nature occasion italian concert 1990 chaotic passionate full unrehearsed good humour 1994 rerun charm spontaneity petrol pump clicking dollar totals football followed bother since fifa continues spurn dunkley revision first advocated column 12 years ago double width goal scrap goalie banish nil nil nonsense give us score lines 45 28 future world cups might well abandon tedious 90 minute defence demonstrations go straight penalty shoot outs way entire world cup competition could televised one day bliss question television big events either end scale matter small grammar summer programmes proving irksome maybe second elevens staffing news current affairs departments senior people holiday perhaps britain reaping whirlwind barmy educational ideas sown past decades anyway television people speak poor english seems nobody left bbc news understands difference convince persuade although distinction useful may persuade lay arms without altering conviction right bbc journalists forever telling us convinced lay arms persuade convince ludicrous phrase 600 demonstrators took part 590 three phrase could mean either therefore useless 2 00am july 12 sky news presenter said police believe two shots fired say least two shots would tell us something tells us nothing irritating course english useage small matter us reporter mary magistad introducing front door cambodia frontline claimed im british 4th channel cannot even get name employer right referring channel 4 way like telling american teenagers get kicks 66th route trust anything else says anyway yet another programmes reporter unable obtain interview chosen subject time pol pot pretends pursuit whole point nick broomfield tried stunt eugene terre blanche margaret thatcher idea worn thin apart anodyne statements relatives pol pot nice little boy magistad programme told us nothing already know john pilger programmes pol pot khmer rouge much better wonder anybody dared screen one keith floyd think floyd italy entertaining ever even occasionally fails say much cooking series would described anglo italian best true far north rather butter used south little olive oil still dominates floyd keeps hurling great wodges butter un italian way also cooks pasta far long serves main meat course top practice never observed 25 years dedicated italian eating dolomites sicily ever seen italian put parmesan pasta dish containing fish fail serve vegetables separately floyd ignores carries english fashion point going italy deeply irritating last week vexatious programmes niggling first new batch bbc1 tabloid science series qed offended particularly pose one reasonableness setting reveal truth behind recent killer bug ate face flimflam tabloid press fashionable among television people adopt attitude high faluting superiority mere newspaper journalism qed thesis fuss necrotising fasciitis got entirely bunch tabloid press wallies qed tell us seen stroud coincidental occurrence centuries worth nf within weeks sound likely breakdown somewhere public hygiene remember stroud outbreak meningitis 1980s would people likely blame thousands one chance presumably medical profession qed interview medical profession pooh poohed press hysteria really television regards good journalism irritating bizarre programme week surely first bbc2 series edge seemed first like monty python satire transexual programmes men earnestly explain spent years knowing deep inside really women case edge men spent years knowing deep inside really amputees american programme eventually achieved amputation taking shotgun leg young english admirer still agonising unwillingness surgeons lop limb pity people television service decides among world appalling problems one deserves half hour national network time ex tremely irritating clearly time take break idiot lantern back three weeks
FT943-13337	ft 20 jul 94 arts accent french charm cabaret antony thorncroft sacha distel short frenchman famous early lover brigitte bardot sad reflective smile perhaps connection two days saturday night television incomplete without variety spectacular often popped dancing girls singing love songs disarmingly gallic style distel briefly back london first cabaret performance 15 years seemed nervous opening night unsure whether twinkle man 60s could still brighten lives loyal ladies crowded tables need worried distel little voice beaucoup de charm also surprising amount musical talent uncle bandleader ray ventura distel skilled jazz guitarist good enough play stan getz modern jazz quartet women started drooling career went commercial still liven act impressive solos especially sympathetic version django reinhardt nuage brought respectful looks backing trio also admits written good life doleful ballad sitcom includes snatch medley french hits rather hit greatest french contribution popular culture always remain claude francois way good hear triste original distel keeps cute accent well control milking skilled impersonation professional frenchman maurice chevalier part performs american standards funny valentine one things style grace showed new maturity hardly bothering feature excruciating hit raindrops keep falling head really tripped trying contemporary mangled tentative version prince beautiful girl world rashly added repertoire morning probably better ingenuous distel rather smug one hope gains enough confidence run ends july 30 confront audience energetically get critics table dadedadeda ing song sung blue reason leave stage work room perch welcoming laps paid pounds 20 70 minutes close cabaret pounds 45 took dinner green room cafe royal
FT943-13338	ft 20 jul 94 business environment making plans rubbish christopher bobinski dismay poles finding market based societies produce great deal waste struggling deal growing mounds rubbish consumption packaged consumer goods rises although city populations remain stable warsaw produces 470 000 tonnes solid waste year polish capital population 1 6m chosen italian led consortium study problems dollars 500 000 pounds 329 000 european union financed study designed pave way restructuring privatisation city disposal systems officials hope study also lead garbage law regulating area left municipal authorities private competition growing much 30 per cent solid waste taken city rubbish dump 50km away independent contractors leaving less profitable routes municipal employees law would provide regulatory framework marry market needs assurances city dwellers adequately served city disposal system financial institutions world bank waiting rules put place considering loans municipal sector since see warsaw project pilot scheme consortium led fi mar part marchini group includes amiu modena italian waste disposal company prochem privatised polish chemical industry design company market research carried gauge opinion among city 2 000 dustmen likely resist change already restructuring privatisation scheme prepared drawline uk consultancy city buses drawn criticism unions representing 10 000 transport employees waste disposal project common transport plan planned studies city water road system form blueprint reform privatisation city infrastructure
FT943-13339	ft 20 jul 94 business environment uniting americas look controversial plans complete highway linking colombia panama sarita kendall gap 100km would possible drive alaska patagonia 60 years governments pondered road connection darien rainforests swamps borders colombia panama held trucks tourists allowing extraordinary natural museum survive political decision bridge gap seems crystallising new options would lessen environmental damage emerging linking americas romantic challenge dates back 1920s 1971 us signed agreements completion highway colombia panama colombian section expected cost dollars 60m pounds 40m time technical rather environmental problems preoccupied planners especially 20km section across river atrato wetlands 1 3km bridge river however views changed inter american development bank recently approved dollars 1 5m loan outlining terms reference environmental study estimated cost also changed near dollars 300m original direct route planned run two national parks katios park colombian side darien park panama isthmus wide variety species key transition area flora fauna north south america katios park created buffer zone protect central north american countries foot mouth disease cattle north western colombia reported free disease us department agriculture lifted objection completing road although 1971 agreement pledged us contribute two thirds cost pan american link environmental groups sierra club campaigned strongly highway early year international union conservaion nature meeting buenos aires opposed road grounds conserving darien international priority colombia panama anti road lobby consists mainly environmental groups indians living area roads began penetrate north western region colombia known uraba 1950s settlers following close behind vast areas razed timber planted bananas later marijuana coca growing spread uraba drug traffickers bought land cleared trees turned cattle ranches fragile area must proper environmental socio cultural studies participation indian communities sides border says alberto achita embera indian leader regional indian organisation orewa colombia always interested panama finishing highway result development uraba region peasants indians pushed lands southern panama uraba also infested paramilitary groups guerrilla columns living mainly extortion colombians especially smugglers arms drugs consumer goods regularly deported panama panamanian government concerned completion road would exacerbate problems colombia argues contrary would easier mobilise troops control situation gustavo gaviria presides government commission working bi national issues panama possible reach 21st century americas united kilometres road road would help two governments preserve sovereignty frontiers would benefit trade tourism particularly medellin north coast colombia road americas multinational project built funding countries katios park would looked jointly pan american ecological university established study area gaviria adds idea seems backing government circles colombia president cesar gaviria goes organisation american states secretary general finishes term oas could appropriate launch pad venture seems become clear alternative routes must assessed biopacifico project united nations biodiversity project colombia new environment ministry carried study underlines point study publishes maps showing construction 29km section pan american highway devastated part uraba 1970 1992 experience shown virtually impossible prevent colonisation deforestation roads open new areas katios darien parks contain much best preserved forest region biopacifico study claims present route would irreversible impact local ecosystems suggests less damaging alternative along caribbean coastline would involve ferry across gulf uraba turbo links existing road colombian side frontier road connecting northern pan american highway terminal caribbean coast panama already planned could connect colombian section road discussion continues colombia panama ferry due start end year three sailings week cartagena colon make relaxing trip battling rain mud fevers bandits darien
FT943-13340	ft 20 jul 94 business environment root problem look tree saving code digging pavements andrew taylor britain fretted last week air quality towns cities conference protecting endangered street trees taking place norwich oppressive heat haze made unbearable traffic fumes opportunity score point lost environmentalists described trees providing air conditioning cities one realistic counter measures traffic pollution yet many trees lining busy streets suburban avenues uk dead within years unless cable television companies persuaded careful way plan dig estimated 60 000 miles pavement gas electricity telecommunications water companies bad less busy digging streets cable companies begun install services tree roots provide vital oxygen water anchorage lie close surface severed even shallow trenches dug says arboricultural association threat enormous cable companies 120 licences granted far department trade industry expected reached 12 5m homes within next four years works 288 miles trenches week staggering 40 miles day according chris baines wolverhampton based environmental consultant baines campaigning change law exempts utilities cable companies local authority planning controls leaving virtually free dig like says companies moment satisfy requirements highway authority solely concerned traffic management delighted companies dig pavements rather roads unfortunately roots run pavements moisture oxygen concrete roads find way front gardens damage currently inflicted street trees worse ravages dutch elm disease great storm 1987 bad news gas electricity water telecommunications companies autumn launch national code conduct governing way streets dug bid protect trees draft code prepared jointly arboricultural association national joint utilities group working party led environment department included cable television association local authority tree officers code expected call small bore tunnelling close trees trenches expected hand dug protect tree roots tunnelling possible repair techniques pushing new pipes damaged old ones means pavements always dug cost need exorbitant study midland cable wolverhampton revealed city 16 000 street trees affected less 5 per cent trenches cable company planned excavate company advised baines agreed train contractors hand dig around roots company previously realised danger recognised interests damage local environment antagonise potential customers says baines midland cable financed video black country urban forestry unit showing install repair services without destroying street trees sent chief executives every local authority cable company country beginning says baines much done trees saved late already
FT943-13341	ft 20 jul 94 recruitment research leads recovery richard donkin advertised demand executives continues show steady upward trend according latest quarterly survey msl international recruitment consultant msl index advertised demand executives compilers say unfailingly predicted ups downs british economy three decades risen second quarter year index 12 month running total irons seasonal variances stands 79 1959 base figure 100 hitting time low second quarter 1992 languishing middle last year number senior level appointments began rise latest figures show rise fourth consecutive quarter ian lloyd msl international managing director said latest figures tell us recovery firmly established recruiting particularly strong research development marketing sales areas reflect confidence long term business prospects investment growth activity accounting finance par recruitment marketing leads lloyd conclude investment tempered greater degree caution control 1980s recruitment high technology industries showing largest sectoral rise increasing 12 per cent last quarter 89 per cent quarter 1993 advertised demand retail sector fallen 32 per cent quarter 11 per cent year ago graphs right show sector industry changes movement index still way go reflects executive recruitment levels throughout 1980s
FT943-13342	ft 20 jul 94 recruitment initials stand main board advance young finance directors breaking top echelon directorships richard donkin youngest turks uk boardrooms likely linguists least brace qualifications go drive ambition according study board compositions big companies korn ferry carre oban international executive search company identifies calls new breed executive research covering 1 000 directors 154 companies survey sample drawn times 1000 list uk largest companies produced discernible trends composition boardrooms may include useful pointers recruiters one striking features emergence mbas increasingly prevalent qualification among directors report found 10 per cent executives age 50 mbas many younger highly qualified directors said report fluent least one foreign language practical experience working overseas two years ago similar body research found fewer 1 5 uk directors second language unfortunately survey produce overall languages comparison year intends another look next year 71 per cent directors companies pounds 1bn annual turnover compared 63 per cent last year sample degrees trend away accountancy qualifications seems emerging among finance directors among 35 finance directors surveyed pounds 1bn plus companies half accountancy qualifications less quarter mbas previous years accountancy qualifications dominated much greater degree smaller number mbas swing emphasis among qualifications even apparent report analysis directors generation 5 per cent chairmen deputies chief executives age 50 sample degrees compared 61 per cent degree holders among younger counterparts older generation edge legal qualifications younger directors accountancy qualifications mbas one figure bucked trend greater percentage finance directors age 50 accountancy qualifications younger age group michael brandon korn ferry director co authored report says mean finance directors becoming less qualified quite opposite many best qualified older age group however appear gone top job companies fewer high flyers represented group findings also show finance directors becoming younger increasingly mobile two thirds sample 35 biggest companies recruited outside organisation nearly quarter group 45 directors generally age 50 likely one qualification report found findings included increasing preparedness among companies buy foreign talent strengthen understanding overseas markets 1994 uk board directors study costs pounds 99 obtained contacting michael brandon tel 0 71 312 3100
